True Natural Frequencies
,0.8623735318354959,0.8623735318354965,2.925644773769446
Event 1 True Mode Shapes
True Mode 1,0.06466270849860525,-0.2255819339056396,0.15562125644385982,-0.5428993743153925,0.21801202683313922,-0.7605554386693945
True Mode 2,-0.22558193390564013,-0.06466270849860525,-0.5428993743153931,-0.15562125644385955,-0.7605554386693938,-0.21801202683313925
True Mode 3,0.6506036502685401,0.06830956046085447,0.5074838614890481,0.053282823582353825,-0.5552219851980704,-0.058295046072103444
SRIM Mode Shapes
SRIM Mode 1,0.7213885412196209,-0.0007106440344038019,-0.6248027804302126,-0.021962076208066873,0.29763311935837294,-0.012318547738876369
SRIM Mode 2,-0.2065566077480437,0.1118289181650407,-0.4959330593157733,0.27015642527678874,-0.6949550269226029,0.3780635898523238
SRIM Mode 3,-0.1564268810200133,-0.17466563887453307,-0.37736901543098933,-0.42019470504644324,-0.5281586976835454,-0.5891519087601271
SRIM Mode 4,0.19203949201861722,-0.6268583854902667,0.145146079769368,-0.48745962436036405,-0.16057735463153128,0.5345091592960254
SRIM Mode 5,-0.5978018465593139,-0.2610528787881041,-0.4694825268550967,-0.20231978243135643,0.5138521196343215,0.22156987270094966
SRIM Mode 6,-0.48489905022016283,-0.009874977850309505,-0.5556868243689994,0.3221432072403017,-0.5739897651939861,0.15082126047816116
SRIM Mode 7,0.28474869841603623,0.6557351068468025,-0.25928446218731943,-0.5981026989949481,0.09436772848186983,0.23466808335039702
SRIM Natural Frequencies
,1.0644474724729604e-15,0.861752046616064,0.8621317072012978,2.915777749485841,2.917199089146872,5.135653043025566,5.338552510140416
N4SID Mode Shapes
N4SID Mode 1,0.07850143075058602,0.23551357853891491,0.3323323007308229,-0.6981239527502775,0.5651991767422773,0.14525480643009214
N4SID Mode 2,0.7562404244650224,-0.32969203438602734,0.5360137196058874,-0.029489588698668412,0.11498049938032288,0.13417423069375603
N4SID Mode 3,0.09222168795948062,0.45089718665430617,-0.01915401486689304,0.7450441288004391,-0.08218535067413754,0.47536809456060325
N4SID Mode 4,0.682479539318013,-0.612863914589739,-0.1341342030917739,0.1527353391447742,0.11223784987953796,-0.3235770347192425
N4SID Mode 5,0.5759880405415831,0.34511263638419015,0.6170471955969664,0.10988162790397449,0.3554130033168013,0.17319188401724872
N4SID Mode 6,0.26452040066170485,0.5086857746891748,0.2769748185054479,0.4932182874092429,0.30028402521753117,0.5109969817335226
N4SID Mode 7,0.06633938227917052,-0.5544854642901779,-0.0737544910985661,-0.6444197255690775,-0.34729934330088763,-0.3831600380164438
N4SID Mode 8,0.8349034148757546,-0.35187031414145875,-0.15170281337642624,-0.16481146593635984,-0.09149181341916927,-0.3472409178677706
N4SID Mode 9,0.18097099349253956,0.5620376709621474,0.17898649695954433,0.519222053360059,0.19892945099568052,0.5569223668259701
N4SID Natural Frequencies
,1.2417176602580536e-15,7.070719483273333e-15,0.25553501014991314,9.496481421957652,14.788149282130448,49.61496378076882,49.78641965893226,49.80622698885121,49.999999999999886
DET Mode Shapes
DET Mode 1,0.4938769234447668,-0.0054910861031623156,0.5247795879846162,-0.403984579657482,0.5182447789279795,-0.2210896311673011
DET Mode 2,0.020704079242145654,0.28334702859758976,-0.49668562764567975,-0.23655419521851723,-0.759519775399172,0.19940163810756312
DET Mode 3,0.37241926548521376,-0.10162990245879351,0.5723165126138168,0.2369590789823322,0.6750493615820409,-0.10764672464479559
DET Mode 4,-0.05936909007144191,-0.04493802682546335,-0.3184999872731316,-0.19255015206783002,-0.5354024574491281,0.7545079790779076
DET Mode 5,0.19782777971140014,-0.2548065807202714,0.3752251272045738,-0.4302295229626604,0.47418515731438243,-0.5875328706246732
DET Mode 6,0.01565957809160377,0.2436044588818252,0.036375703623856545,0.5677271176349146,0.04914281822298261,0.7838107914106632
DET Mode 7,-0.01905753145593004,0.2380940041788418,-0.04946062748461008,0.5613052616142199,-0.06974739649296136,0.7877648164042148
DET Mode 8,-0.05842922162292666,0.22786058706761186,-0.13996102717285452,0.546717057381663,-0.1958545926213575,0.7666928508284913
DET Mode 9,0.07960040409822193,0.32862585047358994,-0.3015744779631981,0.600629076244343,-0.5890921288018078,0.29485053308881054
DET Mode 10,0.05384225162594103,-0.21447639858737394,0.1922612606622223,-0.4919731899042234,0.29260780161152133,-0.7658195276231516
DET Mode 11,-0.4066112364524633,0.016279204648097026,-0.6299811963199989,0.060762077202206805,-0.6000391698299936,0.27163752836022603
DET Mode 12,-0.12243825352003931,0.25899834631533314,-0.35490508019497913,0.41567380006777344,-0.5486326137221057,0.5640821410312051
DET Mode 13,0.11168206709750117,0.055491784270011994,-0.37552366482882266,0.17537744407080358,-0.8422417402629444,0.32140528619008246
DET Mode 14,-0.07638228283800946,-0.048508709082157916,-0.054097058514641,0.3595594057791841,-0.24546212505540688,0.8940646168766014
DET Mode 15,0.0828915975232207,-0.37547848833785885,-0.31019392168996274,0.40651087533172275,-0.7064388274818094,0.3026841754458416
DET Mode 16,0.08897227081997142,-0.09935547135959544,-0.03405589536617717,0.35697427693774053,-0.24648023068905225,0.8904321887775101
DET Mode 17,-0.12707713667083312,0.09148552828750647,-0.47327971121322215,0.3134358682784167,-0.7428573694974882,0.31844779707709486
